City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
201,Comodoro Rivadavia,-45.8667,-67.5,48.06,87,20,3.44,few clouds,AR,2022-05-02 00:56:47
202,Balakhta,55.38,91.6,52.12,69,71,5.26,broken clouds,RU,2022-05-02 00:56:47
203,Ambon,-3.6954,128.1814,95.14,55,40,4.61,scattered clouds,ID,2022-05-02 00:56:48
204,Ust-Tsilma,65.441,52.1498,22.89,94,100,4.63,overcast clouds,RU,2022-05-02 00:56:48
205,Nemuro,43.3236,145.575,41.05,96,100,28.83,overcast clouds,JP,2022-05-02 00:56:49
206,Mahajanga,-15.7167,46.3167,75.22,73,20,3.44,few clouds,MG,2022-05-02 00:56:50
207,Kjollefjord,70.9457,27.3465,28.45,79,95,15.61,overcast clouds,NO,2022-05-02 00:56:50
208,Wanning,18.8003,110.3967,69.21,95,100,16.46,overcast clouds,CN,2022-05-02 00:56:51
209,Husavik,66.0449,-17.3389,27.36,75,100,8.41,overcast clouds,IS,2022-05-02 00:56:51
210,Bataipora,-22.2953,-53.2711,74.77,61,70,0.63,broken clouds,BR,2022-05-02 00:56:52
211,Touros,-5.1989,-35.4608,79.18,83,98,10.8,overcast clouds,BR,2022-05-02 00:55:25
212,Nalut,30.3333,10.85,54.97,68,0,7.58,clear sky,LY,2022-05-02 00:56:53
213,Safotu,-13.4513,-172.4018,82.11,79,95,5.64,light rain,WS,2022-05-02 00:56:53
214,Codrington,-38.2667,141.9667,66.97,56,100,12.62,overcast clouds,AU,2022-05-02 00:56:54
215,Cockburn Town,21.4612,-71.1419,75.16,83,75,8.05,broken clouds,TC,2022-05-02 00:52:04
216,Phuket,8.0,98.25,86.09,83,20,1.14,few clouds,TH,2022-05-02 00:56:04
217,Tuatapere,-46.1333,167.6833,61.14,67,7,7.4,clear sky,NZ,2022-05-02 00:56:54
218,Linxia,35.6003,103.2064,46.98,44,0,0.47,clear sky,CN,2022-05-02 00:56:55
219,Dargaville,-35.9333,173.8833,68.61,56,96,6.53,overcast clouds,NZ,2022-05-02 00:56:55
220,Hervey Bay,-25.2986,152.8535,71.02,89,100,5.99,light rain,AU,2022-05-02 00:56:56
221,Pullman,46.7313,-117.1796,59.23,66,100,4.0,overcast clouds,US,2022-05-02 00:55:40
222,Rondonopolis,-16.4708,-54.6356,74.17,50,6,3.04,clear sky,BR,2022-05-02 00:54:03
223,Marsh Harbour,26.5412,-77.0636,74.46,78,30,17.83,scattered clouds,BS,2022-05-02 00:56:57
224,Sabang,5.8933,95.3214,83.73,74,100,17.92,overcast clouds,ID,2022-05-02 00:56:57
225,Mehamn,71.0357,27.8492,25.47,78,96,13.96,overcast clouds,NO,2022-05-02 00:57:58
226,Ahipara,-35.1667,173.1667,68.58,60,100,6.49,overcast clouds,NZ,2022-05-02 00:57:59
227,San Patricio,28.017,-97.5169,81.18,81,97,15.5,overcast clouds,US,2022-05-02 00:57:59
228,La Cruz,23.9167,-106.9,76.82,58,62,4.74,broken clouds,MX,2022-05-02 00:58:00
229,Clyde River,70.4692,-68.5914,8.83,85,100,12.66,light snow,CA,2022-05-02 00:53:27
230,Prainha,-1.8,-53.48,74.53,96,100,4.38,overcast clouds,BR,2022-05-02 00:58:01
231,Robertsport,6.7533,-11.3686,81.93,80,100,5.79,moderate rain,LR,2022-05-02 00:58:01
232,Westport,41.1415,-73.3579,57.45,55,100,6.51,overcast clouds,US,2022-05-02 00:58:02
233,North Bend,43.4065,-124.2243,63.25,89,100,5.01,overcast clouds,US,2022-05-02 00:58:02
234,Amapa,1.0,-52.0,72.61,99,100,2.37,overcast clouds,BR,2022-05-02 00:58:03
235,Wang Saphung,17.301,101.7685,73.42,83,75,0.0,broken clouds,TH,2022-05-02 00:58:03
236,Vostok,46.4856,135.8833,41.47,58,100,4.05,overcast clouds,RU,2022-05-02 00:58:04
237,Huallanca,-9.8993,-76.9417,43.59,89,43,2.37,scattered clouds,PE,2022-05-02 00:58:06
238,Dwarka,22.2394,68.9678,83.25,78,0,14.54,clear sky,IN,2022-05-02 00:58:06
239,Valparaiso,-33.0393,-71.6273,56.48,72,0,2.3,clear sky,CL,2022-05-02 00:58:07
240,Oyama,36.3,139.8,60.58,49,25,3.51,scattered clouds,JP,2022-05-02 00:58:08
241,Karaton,-6.3424,106.1045,80.37,81,93,0.89,overcast clouds,ID,2022-05-02 00:58:08
242,Rio Grande,-32.035,-52.0986,49.95,74,10,9.4,clear sky,BR,2022-05-02 00:58:08
243,Coro,11.4045,-69.6734,80.8,81,90,15.59,overcast clouds,VE,2022-05-02 00:58:09
244,Ngunguru,-35.6167,174.5,66.22,65,97,8.9,overcast clouds,NZ,2022-05-02 00:58:09
245,Provideniya,64.3833,-173.3,29.44,56,8,12.19,clear sky,RU,2022-05-02 00:58:10
246,Presidencia Roque Saenz Pena,-26.7852,-60.4388,59.43,96,97,5.37,overcast clouds,AR,2022-05-02 00:57:01
247,Le Port,-20.9373,55.2919,73.62,76,0,2.66,clear sky,RE,2022-05-02 00:58:11
248,Mineiros,-17.5694,-52.5511,67.46,51,1,1.9,clear sky,BR,2022-05-02 00:58:11
249,Deputatskiy,69.3,139.9,30.16,83,100,0.69,overcast clouds,RU,2022-05-02 00:58:12
250,Burns Lake,54.2331,-125.7533,51.22,58,100,4.43,overcast clouds,CA,2022-05-02 00:58:12
251,Alamos,27.0167,-108.9333,81.61,31,0,7.61,clear sky,MX,2022-05-02 00:58:13
252,Alugan,12.2188,125.4808,83.52,70,100,7.76,overcast clouds,PH,2022-05-02 00:58:14
253,Hostotipaquillo,21.0667,-104.0667,81.19,17,1,7.99,clear sky,MX,2022-05-02 00:58:14
254,Ketchikan,55.3422,-131.6461,44.58,92,100,10.76,moderate rain,US,2022-05-02 00:58:15
255,San Cristobal,7.7669,-72.225,78.98,95,94,3.18,overcast clouds,VE,2022-05-02 00:58:16
256,Fonte Boa,-2.4959,-66.2662,72.1,99,100,0.63,light rain,BR,2022-05-02 00:58:16
257,Amalapuram,16.5833,82.0167,81.86,88,88,1.48,overcast clouds,IN,2022-05-02 00:58:17
258,Ostersund,63.1792,14.6357,41.45,56,20,11.5,few clouds,SE,2022-05-02 00:58:17
259,Monkey Hill,17.3167,-62.7167,79.14,89,20,8.05,few clouds,KN,2022-05-02 00:58:18
260,Pekalongan,-6.8886,109.6753,83.25,74,93,1.48,overcast clouds,ID,2022-05-02 00:58:19
261,Kajaani,64.2273,27.7285,35.65,64,20,6.91,few clouds,FI,2022-05-02 00:58:19
262,Ancud,-41.8697,-73.8203,50.0,92,32,3.62,scattered clouds,CL,2022-05-02 00:58:20
263,Aklavik,68.2191,-135.0107,38.14,88,100,14.5,overcast clouds,CA,2022-05-02 00:58:20
264,Ukiah,39.1502,-123.2078,76.64,29,0,12.66,clear sky,US,2022-05-02 00:54:36
265,Wajima,37.4,136.9,54.28,76,40,3.44,scattered clouds,JP,2022-05-02 00:58:21
266,Alpoyeca,17.6667,-98.5167,85.53,32,100,7.94,overcast clouds,MX,2022-05-02 00:58:21
267,Portland,45.5234,-122.6762,67.66,53,100,1.99,overcast clouds,US,2022-05-02 00:55:34
268,Longyearbyen,78.2186,15.6401,12.04,67,100,2.3,overcast clouds,SJ,2022-05-02 00:58:22
269,Kapit,2.0167,112.9333,79.39,90,91,2.35,overcast clouds,MY,2022-05-02 00:58:23
270,Karratha,-20.7377,116.8463,82.94,45,100,16.64,overcast clouds,AU,2022-05-02 00:59:23
271,Asyut,27.181,31.1837,71.78,25,11,6.15,few clouds,EG,2022-05-02 00:59:23
272,Leningradskiy,69.3833,178.4167,18.77,75,80,8.88,broken clouds,RU,2022-05-02 00:59:24
273,La Ronge,55.1001,-105.2842,37.65,52,40,10.36,scattered clouds,CA,2022-05-02 00:59:24
274,Sao Joao Da Barra,-21.6403,-41.0511,76.3,83,29,13.11,scattered clouds,BR,2022-05-02 00:59:25
275,Kuching,1.55,110.3333,77.22,94,40,4.61,moderate rain,MY,2022-05-02 00:59:26
276,Port Macquarie,-31.4333,152.9167,70.9,57,63,3.47,broken clouds,AU,2022-05-02 00:59:26
277,Mazara Del Vallo,37.6641,12.588,57.54,77,4,1.39,clear sky,IT,2022-05-02 00:59:27
278,Sakakah,29.9697,40.2064,69.37,39,0,9.04,clear sky,SA,2022-05-02 00:58:25
279,Winton,37.3894,-120.6133,77.99,29,0,13.65,clear sky,US,2022-05-02 00:59:27
280,Manyana,-23.4,21.7167,60.37,46,1,7.09,clear sky,BW,2022-05-02 00:59:28
281,Bozoum,6.3193,16.3799,68.79,90,92,4.61,overcast clouds,CF,2022-05-02 00:59:28
282,Teguldet,57.3064,88.1667,40.62,87,100,9.08,overcast clouds,RU,2022-05-02 00:59:29
283,San Fernando,15.0286,120.6898,89.33,48,47,5.23,scattered clouds,PH,2022-05-02 00:59:30
284,Genhe,50.7833,121.5167,49.35,37,100,14.38,overcast clouds,CN,2022-05-02 00:59:30
285,Hovd,48.0056,91.6419,57.27,16,24,6.38,few clouds,MN,2022-05-02 00:58:35
286,Muisne,0.6,-80.0333,76.48,83,91,5.21,overcast clouds,EC,2022-05-02 00:59:31
287,Raudeberg,61.9875,5.1352,45.27,83,100,24.63,light rain,NO,2022-05-02 00:59:31
288,Klaksvik,62.2266,-6.589,40.12,71,63,22.84,broken clouds,FO,2022-05-02 00:59:32
289,Marzuq,14.4,46.4667,75.38,50,23,2.01,few clouds,YE,2022-05-02 00:59:32
290,Dibulla,11.2725,-73.3091,80.6,86,100,0.85,overcast clouds,CO,2022-05-02 00:59:33
291,Okhotsk,59.3833,143.3,36.52,81,44,8.86,scattered clouds,RU,2022-05-02 00:59:34
292,Male,4.1748,73.5089,85.95,74,75,20.71,broken clouds,MV,2022-05-02 00:55:17
293,Namie,37.4833,141.0,59.99,63,4,8.5,clear sky,JP,2022-05-02 00:59:35
294,Chapais,49.7834,-74.8492,53.38,93,58,5.77,broken clouds,CA,2022-05-02 00:58:31
295,Lompoc,34.6391,-120.4579,67.57,69,0,28.01,clear sky,US,2022-05-02 00:57:36
296,Payo,-3.7508,103.6372,76.62,88,100,0.25,overcast clouds,ID,2022-05-02 00:59:36
297,Byron Bay,-28.65,153.6167,73.29,55,49,12.44,scattered clouds,AU,2022-05-02 00:59:36
298,Den Helder,52.9599,4.7593,46.96,83,90,8.05,overcast clouds,NL,2022-05-02 00:59:37
299,Inhambane,-23.865,35.3833,68.38,85,14,8.39,light rain,MZ,2022-05-02 00:59:37
300,Boma,7.0805,-2.1697,73.26,97,100,1.83,overcast clouds,GH,2022-05-02 00:59:38
301,Jining,35.405,116.5814,71.87,23,0,5.32,clear sky,CN,2022-05-02 00:55:32
302,Torbay,47.6666,-52.7314,43.57,90,75,4.0,broken clouds,CA,2022-05-02 00:58:06
303,Saint-Francois,46.4154,3.9054,41.68,100,67,0.0,broken clouds,FR,2022-05-02 00:59:39
304,Saldanha,-33.0117,17.9442,55.45,69,24,7.14,few clouds,ZA,2022-05-02 00:59:39
305,Bac Lieu,9.285,105.7244,84.79,72,51,6.17,broken clouds,VN,2022-05-02 00:59:40
306,Tigil,57.8,158.6667,34.02,92,97,7.92,overcast clouds,RU,2022-05-02 00:59:40
307,Humaita,-7.5061,-63.0208,75.27,96,99,2.24,overcast clouds,BR,2022-05-02 00:59:41
308,Alice Springs,-23.7,133.8833,65.75,45,45,11.5,scattered clouds,AU,2022-05-02 00:59:42
309,Singarayakonda,15.25,80.0333,83.32,81,32,9.15,scattered clouds,IN,2022-05-02 00:59:42
310,Alirajpur,22.3031,74.3546,81.52,73,0,13.18,clear sky,IN,2022-05-02 00:59:43
311,Chiredzi,-21.05,31.6667,61.43,84,7,4.7,clear sky,ZW,2022-05-02 00:59:43
312,Bagotville,-28.9833,153.4167,73.22,78,59,11.27,broken clouds,AU,2022-05-02 00:59:44
313,Okha,53.5739,142.9478,33.69,94,100,7.58,overcast clouds,RU,2022-05-02 00:59:45
314,Ipora,-16.4419,-51.1178,68.13,49,0,1.41,clear sky,BR,2022-05-02 00:59:45
315,Hithadhoo,-0.6,73.0833,85.53,72,100,17.67,overcast clouds,MV,2022-05-02 00:59:46
316,Naze,28.3667,129.4833,65.32,56,100,9.06,overcast clouds,JP,2022-05-02 00:59:46
317,Jacareacanga,-6.2222,-57.7528,74.44,94,67,2.73,broken clouds,BR,2022-05-02 00:59:47
318,Basco,20.4487,121.9702,79.05,80,100,22.77,overcast clouds,PH,2022-05-02 00:59:48
319,Zonguldak,41.25,31.8333,43.0,95,6,3.24,clear sky,TR,2022-05-02 01:00:24
320,Kilingi-Nomme,58.1503,24.9642,29.61,93,9,1.97,clear sky,EE,2022-05-02 01:00:49
321,Black River,18.0264,-77.8487,77.95,85,100,4.23,overcast clouds,JM,2022-05-02 00:59:20
322,Marana,32.4367,-111.2254,92.62,7,0,16.11,clear sky,US,2022-05-02 00:59:16
323,Baruun-Urt,46.6806,113.2792,60.19,35,25,12.66,scattered clouds,MN,2022-05-02 01:00:50
324,Porto Novo,6.4965,2.6036,79.83,85,100,3.6,light rain,BJ,2022-05-02 01:00:50
325,Tabou,4.423,-7.3528,80.67,81,34,7.16,scattered clouds,CI,2022-05-02 01:00:51
326,Cap Malheureux,-19.9842,57.6142,73.47,80,2,7.76,clear sky,MU,2022-05-02 01:00:51
327,Kahului,20.8947,-156.47,76.84,87,70,14.0,broken clouds,US,2022-05-02 01:00:40
328,Tiznit,29.5833,-9.5,61.99,44,0,2.37,clear sky,MA,2022-05-02 01:00:52
329,Harper,4.375,-7.7169,80.67,81,34,7.43,scattered clouds,LR,2022-05-02 01:00:53
330,Stirion,38.4,22.7167,51.89,72,100,1.88,overcast clouds,GR,2022-05-02 01:00:53
331,Khatanga,71.9667,102.5,18.16,86,97,11.65,overcast clouds,RU,2022-05-02 01:00:54
332,Arenapolis,-14.4503,-56.8461,75.63,57,87,2.33,overcast clouds,BR,2022-05-02 01:00:54
333,Lakes Entrance,-37.8811,147.981,67.15,52,92,2.53,overcast clouds,AU,2022-05-02 01:00:55
334,Lalibela,12.0333,39.0333,60.37,58,20,6.78,few clouds,ET,2022-05-02 01:00:56
335,Xai-Xai,-25.0519,33.6442,68.14,87,14,7.83,light rain,MZ,2022-05-02 01:00:56
336,Saskylakh,71.9167,114.0833,16.14,90,34,5.73,scattered clouds,RU,2022-05-02 01:00:57
337,Chanika,-5.4167,38.0167,65.07,96,72,2.73,broken clouds,TZ,2022-05-02 01:00:57
338,Gornopravdinsk,60.05,69.9,35.04,72,90,5.03,overcast clouds,RU,2022-05-02 01:00:58
339,Ikalamavony,-21.15,46.5833,58.86,77,0,4.09,clear sky,MG,2022-05-02 01:00:59
340,Sioux Lookout,50.1001,-91.917,35.83,100,100,3.85,overcast clouds,CA,2022-05-02 01:00:34
341,Lyngdal,58.1376,7.07,46.99,76,89,10.89,overcast clouds,NO,2022-05-02 01:00:59
342,Brockville,44.5834,-75.6826,59.29,76,100,8.1,overcast clouds,CA,2022-05-02 00:59:14
343,Noumea,-22.2763,166.4572,84.18,99,44,13.8,scattered clouds,NC,2022-05-02 00:59:53
344,Mazamari,-11.3258,-74.5308,72.18,92,74,1.05,broken clouds,PE,2022-05-02 01:01:00
345,Bafra,41.5678,35.9069,55.81,88,26,7.47,scattered clouds,TR,2022-05-02 01:01:01
346,Arraias,-12.9288,-46.9437,72.64,50,27,2.77,scattered clouds,BR,2022-05-02 01:01:01
347,Kimbe,-5.5502,150.1429,87.55,64,7,4.38,clear sky,PG,2022-05-02 01:01:02
348,Jawhar,2.7809,45.5005,77.43,88,100,7.99,light rain,SO,2022-05-02 01:01:02
349,Pangnirtung,66.1451,-65.7125,26.76,97,100,4.97,light snow,CA,2022-05-02 01:01:03
